"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 18 19:27:42 BRT 2024","Thu Apr 18 19:27:53 BRT 2024","10378","chromium","example.spec.js","","","","purchase product",""
